City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
233,Sao Geraldo Do Araguaia,BR,2020-02-22 21:50:54,-6.4,-48.55,80.56,85,47,1.45,scattered clouds,0.0,0.0
234,Mastic Beach,US,2020-02-22 21:48:01,40.77,-72.85,48.99,41,1,9.17,clear sky,0.0,0.0
235,Fomboni,KM,2020-02-22 21:50:54,-12.28,43.74,84.94,78,100,13.31,light rain,0.81,0.0
236,Sao Mateus Do Maranhao,BR,2020-02-22 21:50:54,-4.04,-44.48,78.06,93,100,3.06,moderate rain,7.38,0.0
237,Udon Thani,TH,2020-02-22 21:50:55,17.42,102.79,65.62,72,0,6.29,clear sky,0.0,0.0
238,Beneditinos,BR,2020-02-22 21:50:55,-5.45,-42.37,84.2,66,90,10.29,thunderstorm with light rain,0.0,0.0
239,Taber,CA,2020-02-22 21:50:55,49.82,-112.15,48.99,34,40,29.97,scattered clouds,0.0,0.0
240,Bonavista,CA,2020-02-22 21:44:28,48.65,-53.11,24.01,72,85,10.0,overcast clouds,0.0,0.0
241,La Palma,US,2020-02-22 21:50:21,33.85,-118.05,64.99,63,75,9.17,thunderstorm with light rain,0.0,0.0
242,Yar-Sale,RU,2020-02-22 21:45:14,66.83,70.83,20.55,90,93,18.79,overcast clouds,0.0,0.0
243,Yenagoa,NG,2020-02-22 21:50:56,4.92,6.26,83.68,72,59,7.47,light rain,0.63,0.0
244,Anadyr,RU,2020-02-22 21:44:51,64.75,177.48,-16.6,68,0,6.71,clear sky,0.0,0.0
245,Saint-Paul,RE,2020-02-22 21:50:56,-21.01,55.27,75.2,78,100,4.7,overcast clouds,0.0,0.0
246,Vao,NC,2020-02-22 21:50:57,-22.67,167.48,79.23,73,0,10.69,clear sky,0.0,0.0
247,Buraydah,SA,2020-02-22 21:41:45,26.33,43.98,64.4,42,0,9.17,clear sky,0.0,0.0
248,Corinto,GR,2020-02-22 21:45:09,37.94,22.96,46.99,87,75,9.17,light rain,0.0,0.0
249,Deniliquin,AU,2020-02-22 21:50:57,-35.53,144.97,72.64,61,0,12.3,clear sky,0.0,0.0
250,Torbay,CA,2020-02-22 21:50:57,47.67,-52.73,25.0,67,20,20.8,few clouds,0.0,0.0
251,Torit,SS,2020-02-22 21:50:57,4.41,32.57,83.12,53,100,2.55,overcast clouds,0.0,0.0
252,Moranbah,AU,2020-02-22 21:50:58,-22.0,148.05,73.76,83,99,15.79,overcast clouds,0.0,0.0
253,Turukhansk,RU,2020-02-22 21:43:52,65.82,87.98,4.78,97,100,6.11,overcast clouds,0.0,0.0
254,Saint Anthony,US,2020-02-22 21:50:58,45.02,-93.22,45.0,52,75,11.41,broken clouds,0.0,0.0
255,Mount Pleasant,US,2020-02-22 21:50:48,32.79,-79.86,57.99,34,1,4.7,clear sky,0.0,0.0
256,Yumen,CN,2020-02-22 21:44:14,40.28,97.2,29.14,38,0,5.77,clear sky,0.0,0.0
257,Harwich,GB,2020-02-22 21:50:59,51.94,1.28,52.0,66,75,18.34,broken clouds,0.0,0.0
258,Abu Samrah,SY,2020-02-22 21:41:38,35.3,37.18,48.97,84,100,5.3,overcast clouds,0.0,0.0
259,San Carlos De Bariloche,AR,2020-02-22 21:50:59,-41.15,-71.31,77.0,22,0,18.34,clear sky,0.0,0.0
260,Tuatapere,NZ,2020-02-22 21:48:14,-46.13,167.68,60.01,77,32,15.01,scattered clouds,0.0,0.0
261,Lagoa,PT,2020-02-22 21:50:59,39.05,-27.98,59.61,81,0,10.2,clear sky,0.0,0.0
262,Grindavik,IS,2020-02-22 21:51:00,63.84,-22.43,30.2,80,75,6.93,light snow,0.0,0.0
263,Diapaga,BF,2020-02-22 21:51:00,12.07,1.79,82.72,15,0,7.85,clear sky,0.0,0.0
264,Mount Isa,AU,2020-02-22 21:49:27,-20.73,139.5,78.8,74,40,6.93,scattered clouds,0.0,0.0
265,Lorengau,PG,2020-02-22 21:51:00,-2.02,147.27,82.4,75,52,7.67,broken clouds,0.0,0.0
266,Senno,RU,2020-02-22 21:51:00,59.53,33.92,33.01,92,100,17.0,snow,0.0,2.38
267,Boyolangu,ID,2020-02-22 21:45:16,-8.12,111.89,73.51,91,40,0.56,light rain,0.69,0.0
268,Nalut,LY,2020-02-22 21:51:01,30.33,10.85,50.5,59,0,12.39,clear sky,0.0,0.0
269,La Ronge,CA,2020-02-22 21:43:42,55.1,-105.28,39.2,51,90,8.05,overcast clouds,0.0,0.0
270,Khatanga,RU,2020-02-22 21:43:30,71.97,102.5,6.87,83,100,14.27,overcast clouds,0.0,0.0
271,Voh,NC,2020-02-22 21:51:01,-20.97,164.7,78.49,77,0,4.85,clear sky,0.0,0.0
272,Asau,RO,2020-02-22 21:44:47,46.43,26.4,34.0,80,0,5.82,clear sky,0.0,0.0
273,Monrovia,LR,2020-02-22 21:45:21,6.3,-10.8,78.8,94,20,9.04,few clouds,0.0,0.0
274,Butterworth,MY,2020-02-22 21:51:02,5.4,100.36,80.6,78,20,2.24,few clouds,0.0,0.0
275,Novo Aripuana,BR,2020-02-22 21:51:02,-5.12,-60.38,79.66,87,100,2.04,overcast clouds,0.0,0.0
276,Beyneu,KZ,2020-02-22 21:51:02,45.32,55.2,34.41,78,61,9.89,broken clouds,0.0,0.0
277,Camacha,PT,2020-02-22 21:51:03,33.08,-16.33,64.4,88,40,28.86,scattered clouds,0.0,0.0
278,Angoche,MZ,2020-02-22 21:51:03,-16.23,39.91,77.88,90,100,4.79,light rain,1.94,0.0
279,Korla,CN,2020-02-22 21:51:03,41.76,86.15,25.97,49,0,2.86,clear sky,0.0,0.0
280,Luderitz,NA,2020-02-22 21:42:19,-26.65,15.16,66.2,77,0,19.46,clear sky,0.0,0.0
281,Hamilton,US,2020-02-22 21:39:23,39.18,-84.53,50.0,21,1,8.05,clear sky,0.0,0.0
282,Winchester,GB,2020-02-22 21:51:03,51.07,-1.32,51.01,76,100,17.22,overcast clouds,0.0,0.0
283,Mecca,SA,2020-02-22 21:48:32,21.43,39.83,69.26,49,0,2.19,clear sky,0.0,0.0
284,Chunoyar,RU,2020-02-22 21:51:04,57.45,97.32,7.84,97,78,2.75,broken clouds,0.0,0.0
285,Develi,TR,2020-02-22 21:51:04,38.39,35.49,37.4,93,75,2.51,broken clouds,0.0,0.0
286,Rio Grande,BR,2020-02-22 21:44:38,-32.03,-52.1,69.8,64,75,14.99,broken clouds,0.0,0.0
287,Fort Saint James,CA,2020-02-22 21:51:04,54.43,-124.25,30.87,81,33,8.1,scattered clouds,0.0,0.0
288,Tommot,RU,2020-02-22 21:45:06,58.96,126.29,10.0,96,100,5.12,light snow,0.0,0.5
289,Zhigansk,RU,2020-02-22 21:43:34,66.77,123.37,-10.16,96,100,7.16,overcast clouds,0.0,0.0
290,Broome,US,2020-02-22 21:47:01,42.25,-75.83,44.01,44,1,6.93,clear sky,0.0,0.0
291,Sampit,ID,2020-02-22 21:44:05,-2.53,112.95,73.81,94,100,0.11,overcast clouds,0.0,0.0
292,Cockburn Town,TC,2020-02-22 21:51:05,21.46,-71.14,78.8,74,75,9.17,broken clouds,0.0,0.0
293,Kamenka,RU,2020-02-22 21:46:42,51.32,42.77,30.0,93,100,7.0,overcast clouds,0.0,0.0
294,Cayenne,GF,2020-02-22 21:45:13,4.93,-52.33,82.4,78,90,11.41,overcast clouds,0.0,0.0
295,Panguna,PG,2020-02-22 21:51:06,-6.32,155.48,74.7,85,55,0.65,light rain,1.31,0.0
296,Saldanha,ZA,2020-02-22 21:44:18,-33.01,17.94,66.2,77,85,11.41,overcast clouds,0.0,0.0
297,Todos Santos,MX,2020-02-22 21:51:06,23.45,-110.22,84.2,35,40,9.17,scattered clouds,0.0,0.0
298,Nanaimo,CA,2020-02-22 21:46:17,49.17,-123.94,48.2,57,75,12.75,broken clouds,0.0,0.0
299,Tessalit,ML,2020-02-22 21:45:03,20.2,1.01,75.79,9,99,10.51,overcast clouds,0.0,0.0
300,Oksfjord,NO,2020-02-22 21:51:07,70.24,22.35,33.8,64,85,14.99,overcast clouds,0.0,0.0
301,Salalah,OM,2020-02-22 21:44:42,17.02,54.09,75.2,73,75,2.24,broken clouds,0.0,0.0
302,Chardara,KZ,2020-02-22 21:46:44,41.25,67.97,44.29,74,62,8.21,broken clouds,0.0,0.0
303,Arrecife,ES,2020-02-22 21:51:07,28.96,-13.55,71.6,40,0,26.4,clear sky,0.0,0.0
304,Celestun,MX,2020-02-22 21:51:07,20.87,-90.4,71.47,73,1,19.89,clear sky,0.0,0.0
305,Katsina,NG,2020-02-22 21:51:08,12.99,7.6,74.59,15,0,11.39,clear sky,0.0,0.0
306,Sterling,US,2020-02-22 21:51:08,39.01,-77.43,55.4,18,1,6.93,clear sky,0.0,0.0
307,Cururupu,BR,2020-02-22 21:51:08,-1.83,-44.87,77.77,96,94,2.57,moderate rain,3.19,0.0
308,Saint-Joseph,RE,2020-02-22 21:44:34,-21.37,55.62,75.2,69,75,6.93,broken clouds,0.0,0.0
309,Pyapon,MM,2020-02-22 21:51:09,16.28,95.68,68.5,61,0,4.85,clear sky,0.0,0.0
310,Asfi,MA,2020-02-22 21:39:33,32.3,-9.24,58.82,63,0,9.13,clear sky,0.0,0.0
311,Zverinogolovskoye,RU,2020-02-22 21:44:08,54.46,64.85,18.52,99,70,3.06,broken clouds,0.0,0.0
312,Westport,US,2020-02-22 21:44:11,41.14,-73.36,51.01,42,1,13.87,clear sky,0.0,0.0
313,Flin Flon,CA,2020-02-22 21:51:09,54.77,-101.86,41.0,48,40,9.17,scattered clouds,0.0,0.0
314,Berlevag,NO,2020-02-22 21:44:45,70.86,29.09,36.25,77,0,31.68,clear sky,0.0,0.0
315,Norden,DE,2020-02-22 21:51:10,53.6,7.2,46.99,65,75,25.28,broken clouds,0.0,0.0
316,Xining,CN,2020-02-22 21:51:10,36.62,101.77,26.65,25,0,5.79,clear sky,0.0,0.0
317,San Rafael,AR,2020-02-22 21:47:05,-34.62,-68.33,76.86,29,0,18.75,clear sky,0.0,0.0
318,San Cristobal,VE,2020-02-22 21:44:50,7.77,-72.22,84.2,58,40,12.75,haze,0.0,0.0
319,Serdobsk,RU,2020-02-22 21:51:10,52.46,44.22,22.82,95,100,8.03,overcast clouds,0.0,0.0
320,Somerset,US,2020-02-22 21:51:10,40.57,-74.55,51.8,16,1,4.7,clear sky,0.0,0.0
321,Nileshwar,IN,2020-02-22 21:51:11,12.25,75.1,77.0,94,20,4.7,mist,0.0,0.0
322,Amherst,US,2020-02-22 21:49:25,41.4,-82.22,46.99,39,1,19.46,clear sky,0.0,0.0
323,Hokitika,NZ,2020-02-22 21:51:11,-42.72,170.97,55.47,69,0,6.06,clear sky,0.0,0.0
324,Safford,US,2020-02-22 21:51:11,32.83,-109.71,53.6,87,90,13.87,overcast clouds,0.0,0.0
325,Port Hardy,CA,2020-02-22 21:47:47,50.7,-127.42,42.8,87,40,11.41,scattered clouds,0.0,0.0
326,Tadine,NC,2020-02-22 21:51:12,-21.55,167.88,79.32,74,13,11.48,few clouds,0.0,0.0
327,Ugoofaaru,MV,2020-02-22 21:44:04,5.67,73.0,82.83,77,63,15.12,broken clouds,0.0,0.0
328,Mattru,SL,2020-02-22 21:48:54,7.62,-11.83,80.96,79,77,5.23,broken clouds,0.0,0.0
329,Ambulu,ID,2020-02-22 21:51:12,-8.35,113.61,79.48,81,96,5.44,overcast clouds,0.0,0.0
330,Acari,PE,2020-02-22 21:51:13,-15.43,-74.62,73.15,70,29,10.29,scattered clouds,0.0,0.0
331,Mogadishu,SO,2020-02-22 21:51:13,2.04,45.34,81.72,85,0,23.51,clear sky,0.0,0.0
332,Sistranda,NO,2020-02-22 21:47:22,63.73,8.83,37.4,86,75,25.28,shower rain,0.0,0.0
333,Deming,US,2020-02-22 21:51:13,32.27,-107.76,55.4,71,90,6.53,moderate rain,0.0,0.0
334,Greymouth,NZ,2020-02-22 21:51:13,-42.47,171.2,55.47,69,0,6.06,clear sky,0.0,0.0
335,Lichuan,CN,2020-02-22 21:51:14,30.3,108.85,40.95,90,86,3.42,overcast clouds,0.0,0.0
336,Ranong,TH,2020-02-22 21:51:14,9.97,98.63,78.67,74,85,6.08,overcast clouds,0.0,0.0
337,Rocha,UY,2020-02-22 21:51:14,-34.48,-54.33,64.8,60,32,9.98,scattered clouds,0.0,0.0
338,Wilkie,CA,2020-02-22 21:51:14,52.42,-108.7,33.01,95,20,18.34,few clouds,0.0,0.0
339,Namalenga,TZ,2020-02-22 21:51:14,-10.95,39.1,74.43,96,100,1.63,overcast clouds,0.0,0.0
340,Vostok,RU,2020-02-22 21:44:44,46.49,135.88,8.71,96,100,5.01,light snow,0.0,0.69
341,College,US,2020-02-22 21:51:15,64.86,-147.8,10.99,78,90,5.82,overcast clouds,0.0,0.0
342,Uvinza,TZ,2020-02-22 21:49:12,-5.1,30.39,67.57,94,99,0.74,light rain,0.63,0.0
343,Emirdag,TR,2020-02-22 21:51:15,39.02,31.15,28.49,97,100,9.6,light snow,0.0,0.81
344,Nelson Bay,AU,2020-02-22 21:43:37,-32.72,152.15,75.0,82,100,1.81,overcast clouds,0.0,0.0
345,Outjo,NA,2020-02-22 21:51:16,-20.12,16.15,68.0,94,81,7.23,light rain,0.5,0.0
346,Kahului,US,2020-02-22 21:41:57,20.89,-156.47,80.6,51,40,6.93,scattered clouds,0.0,0.0
347,Belyy Yar,RU,2020-02-22 21:51:16,53.6,91.39,19.4,85,100,6.71,overcast clouds,0.0,0.0
348,Necochea,AR,2020-02-22 21:45:14,-38.55,-58.74,66.99,73,0,4.0,clear sky,0.0,0.0
349,Tara,RU,2020-02-22 21:51:16,56.89,74.37,15.78,95,100,4.45,overcast clouds,0.0,0.0
350,Grevena,GR,2020-02-22 21:51:16,40.08,21.43,35.6,51,0,9.17,clear sky,0.0,0.0
351,Kabare,CD,2020-02-22 21:51:18,-2.47,28.82,61.5,93,96,0.25,overcast clouds,0.0,0.0
352,Fez,MA,2020-02-22 21:51:18,34.04,-5.0,53.6,58,0,9.17,clear sky,0.0,0.0
353,Sikonge,TZ,2020-02-22 21:51:18,-5.63,32.77,71.6,94,20,2.73,few clouds,0.0,0.0
354,Kaliganj,BD,2020-02-22 21:51:18,23.41,89.14,67.17,43,31,5.39,scattered clouds,0.0,0.0
355,Baijiantan,CN,2020-02-22 21:51:18,45.63,85.18,19.56,91,100,2.98,overcast clouds,0.0,0.0
356,Nizhniy Odes,RU,2020-02-22 21:51:19,63.64,54.86,31.37,88,100,13.02,overcast clouds,0.0,0.0
357,Gilbert,US,2020-02-22 21:49:22,33.35,-111.79,69.01,82,90,24.16,moderate rain,0.0,0.0
358,Reconquista,AR,2020-02-22 21:51:19,-29.15,-59.65,79.81,27,0,9.42,clear sky,0.0,0.0
359,Lincoln,US,2020-02-22 21:43:06,40.8,-96.67,59.0,55,1,14.99,clear sky,0.0,0.0
360,Desbiens,CA,2020-02-22 21:51:20,48.42,-71.95,37.4,47,90,9.17,overcast clouds,0.0,0.0
361,Amboasary,MG,2020-02-22 21:51:20,-25.03,46.38,78.8,78,20,18.34,few clouds,0.0,0.0
362,Zeya,RU,2020-02-22 21:44:51,53.75,127.27,-10.12,100,68,1.77,broken clouds,0.0,0.0
363,Ossora,RU,2020-02-22 21:51:20,59.24,163.07,-9.67,80,9,1.63,clear sky,0.0,0.0
364,Meulaboh,ID,2020-02-22 21:44:38,4.14,96.13,83.14,69,93,5.21,light rain,1.13,0.0
365,Lannion,FR,2020-02-22 21:51:21,48.75,-3.42,53.01,100,90,16.11,overcast clouds,0.0,0.0
366,Sijunjung,ID,2020-02-22 21:46:56,-0.69,100.95,69.22,97,39,1.92,light rain,0.94,0.0
367,Yuanping,CN,2020-02-22 21:43:56,38.72,112.76,29.7,34,0,1.74,clear sky,0.0,0.0
368,Almaznyy,RU,2020-02-22 21:51:22,48.04,40.05,32.0,99,75,2.24,light rain,0.0,0.0
369,Johnson City,US,2020-02-22 21:51:22,36.31,-82.35,53.01,21,1,5.82,clear sky,0.0,0.0
370,Nyagan,RU,2020-02-22 21:49:18,62.14,65.39,22.46,91,97,10.0,overcast clouds,0.0,0.0
371,Byron Bay,AU,2020-02-22 21:48:07,-28.65,153.62,73.0,94,75,9.17,broken clouds,0.0,0.0
372,Tasiilaq,GL,2020-02-22 21:51:22,65.61,-37.64,15.8,66,100,2.24,overcast clouds,0.0,0.0
373,Dunedin,NZ,2020-02-22 21:51:23,-45.87,170.5,54.72,61,73,6.38,broken clouds,0.0,0.0
374,Luunja,EE,2020-02-22 21:51:23,58.36,26.88,39.0,93,100,23.04,moderate rain,4.75,0.0
375,Pedro Juan Caballero,PY,2020-02-22 21:51:23,-22.55,-55.73,75.2,36,81,13.87,broken clouds,0.0,0.0
376,Kijang,KR,2020-02-22 21:44:21,35.24,129.21,33.8,55,0,4.7,clear sky,0.0,0.0
377,Ayotzintepec,MX,2020-02-22 21:51:23,17.67,-96.13,64.72,81,99,3.83,overcast clouds,0.0,0.0
378,North Bend,US,2020-02-22 21:51:24,43.41,-124.22,57.99,66,1,9.17,clear sky,0.0,0.0
379,Canguaretama,BR,2020-02-22 21:51:24,-6.38,-35.13,82.4,83,75,8.05,broken clouds,0.0,0.0
380,Wanning,CN,2020-02-22 21:51:24,18.8,110.4,63.61,91,36,4.5,scattered clouds,0.0,0.0
381,Clyde River,CA,2020-02-22 21:44:10,70.47,-68.59,-27.4,74,1,4.7,clear sky,0.0,0.0
382,Ostrovnoy,RU,2020-02-22 21:44:36,68.05,39.51,33.8,95,100,35.61,light snow,0.0,0.31
383,Verkhnyaya Inta,RU,2020-02-22 21:51:25,65.98,60.31,30.42,86,100,18.28,light snow,0.0,0.25
384,Safaga,EG,2020-02-22 21:51:25,26.73,33.94,52.52,69,0,2.46,clear sky,0.0,0.0
385,Villapinzon,CO,2020-02-22 21:51:25,5.22,-73.59,62.71,86,97,2.62,moderate rain,3.13,0.0
386,Dmitriyevka,RU,2020-02-22 21:51:25,54.75,55.33,23.0,92,40,6.71,mist,0.0,0.0
387,Cam Ranh,VN,2020-02-22 21:51:26,11.92,109.16,77.0,78,40,12.75,scattered clouds,0.0,0.0
388,Staroutkinsk,RU,2020-02-22 21:51:26,57.23,59.33,19.08,97,69,4.81,broken clouds,0.0,0.0
389,Vilhena,BR,2020-02-22 21:43:18,-12.74,-60.15,67.39,98,100,4.76,light rain,1.0,0.0
390,Markova,UA,2020-02-22 21:51:26,48.68,24.41,30.2,76,100,16.22,overcast clouds,0.0,0.0
391,Helong,CN,2020-02-22 21:51:27,42.54,129.0,9.28,82,2,6.8,clear sky,0.0,0.0
392,Sorong,ID,2020-02-22 21:46:53,-0.88,131.25,75.16,97,97,5.73,moderate rain,3.69,0.0
393,Baghmara,IN,2020-02-22 21:51:27,23.8,86.21,66.67,49,32,2.13,scattered clouds,0.0,0.0
394,Plouzane,FR,2020-02-22 21:49:17,48.38,-4.62,51.8,100,90,19.46,light intensity drizzle,0.0,0.0
395,Fereydunshahr,IR,2020-02-22 21:51:28,32.94,50.12,19.65,73,0,5.79,clear sky,0.0,0.0
396,Boguchany,RU,2020-02-22 21:46:44,58.38,97.45,7.12,97,1,2.91,clear sky,0.0,0.0
397,High Level,CA,2020-02-22 21:43:56,58.52,-117.14,37.4,37,40,11.41,scattered clouds,0.0,0.0
398,Champerico,GT,2020-02-22 21:47:32,14.3,-91.92,91.4,52,75,11.41,broken clouds,0.0,0.0
399,Hofn,IS,2020-02-22 21:47:05,64.25,-15.21,34.3,67,100,9.62,overcast clouds,0.0,0.0
400,Prieska,ZA,2020-02-22 21:51:29,-29.66,22.75,76.33,28,0,22.57,clear sky,0.0,0.0
401,Igarka,RU,2020-02-22 21:51:29,67.47,86.58,5.23,88,100,13.76,overcast clouds,0.0,0.0
402,Karratha,AU,2020-02-22 21:51:29,-20.74,116.85,81.27,74,0,13.18,clear sky,0.0,0.0
403,Halifax,CA,2020-02-22 21:49:35,44.65,-63.57,37.0,59,40,12.75,scattered clouds,0.0,0.0
404,Sambava,MG,2020-02-22 21:48:36,-14.27,50.17,74.95,82,100,1.99,overcast clouds,0.0,0.0
405,Bardiyah,LY,2020-02-22 21:45:06,31.76,25.09,56.73,70,54,14.92,light rain,0.88,0.0
406,Martapura,ID,2020-02-22 21:51:30,-3.42,114.85,77.0,100,20,1.12,few clouds,0.0,0.0
407,Chauk,MM,2020-02-22 21:51:30,20.88,94.82,70.93,45,0,2.82,clear sky,0.0,0.0
408,Sawtell,AU,2020-02-22 21:51:30,-30.38,153.1,68.0,94,100,4.7,light rain,0.38,0.0
409,Natal,BR,2020-02-22 21:39:46,-5.79,-35.21,82.4,83,75,8.05,broken clouds,0.0,0.0
410,Marawi,PH,2020-02-22 21:45:02,8.0,124.29,71.01,89,26,5.99,scattered clouds,0.0,0.0
411,Esmeraldas,BR,2020-02-22 21:44:47,-19.76,-44.31,84.2,51,40,6.93,scattered clouds,0.0,0.0
412,Orotukan,RU,2020-02-22 21:51:31,62.27,151.7,-17.59,81,100,1.99,overcast clouds,0.0,0.0
413,Iquique,CL,2020-02-22 21:51:31,-20.22,-70.14,77.0,61,19,18.34,few clouds,0.0,0.0
414,Barletta,IT,2020-02-22 21:51:31,41.31,16.29,43.0,61,0,8.05,clear sky,0.0,0.0
415,Pacific Grove,US,2020-02-22 21:45:05,36.62,-121.92,64.99,76,90,11.41,overcast clouds,0.0,0.0
416,Vieste,IT,2020-02-22 21:51:31,41.88,16.18,45.0,100,5,9.17,clear sky,0.0,0.0
417,Zhuhai,CN,2020-02-22 21:51:32,22.28,113.57,66.0,82,20,14.99,few clouds,0.0,0.0
418,Guerrero Negro,MX,2020-02-22 21:42:01,27.98,-114.06,63.82,63,100,14.65,overcast clouds,0.0,0.0
419,Shakhtinsk,KZ,2020-02-22 21:51:32,49.71,72.59,19.4,85,90,6.71,light snow,0.0,0.0
420,Maarianhamina,AX,2020-02-22 21:51:32,60.1,19.93,41.0,65,100,13.87,overcast clouds,0.0,0.0
421,Palaikastron,GR,2020-02-22 21:51:32,35.2,26.25,52.0,65,65,17.0,broken clouds,0.0,0.0
422,Doha,QA,2020-02-22 21:45:01,25.29,51.53,69.01,93,0,3.36,clear sky,0.0,0.0
423,Harindanga,IN,2020-02-22 21:51:33,22.04,88.32,68.0,82,0,5.82,mist,0.0,0.0
424,Carlagan,PH,2020-02-22 21:51:33,14.97,122.05,75.07,85,99,23.35,light rain,1.5,0.0
425,Vestmannaeyjar,IS,2020-02-22 21:44:18,63.44,-20.27,34.2,60,100,5.57,overcast clouds,0.0,0.0
426,Caravelas,BR,2020-02-22 21:47:19,-17.71,-39.25,81.5,84,94,15.95,overcast clouds,0.0,0.0
427,Malatya,TR,2020-02-22 21:51:34,38.5,38.0,42.8,93,90,2.8,light rain,0.0,0.0
428,Naldurg,IN,2020-02-22 21:51:34,17.82,76.3,72.48,39,0,8.55,clear sky,0.0,0.0
429,Aripuana,BR,2020-02-22 21:51:34,-9.17,-60.63,80.94,80,100,1.61,light rain,0.69,0.0
430,Klaksvik,FO,2020-02-22 21:51:34,62.23,-6.59,35.6,69,96,9.17,overcast clouds,0.0,0.0
431,Vaitape,PF,2020-02-22 21:48:28,-16.52,-151.75,82.04,74,49,9.24,light rain,0.63,0.0
432,Novopokrovka,UA,2020-02-22 21:51:34,49.84,36.55,33.8,98,90,2.24,mist,0.0,0.0
433,Hongjiang,CN,2020-02-22 21:51:35,27.11,110.0,49.6,95,100,1.99,overcast clouds,0.0,0.0
434,Acajutla,SV,2020-02-22 21:51:35,13.59,-89.83,87.8,38,20,12.75,few clouds,0.0,0.0
435,Hue,VN,2020-02-22 21:51:35,16.47,107.6,68.0,94,75,2.24,light rain,0.0,0.0
436,Ginda,IN,2020-02-22 21:51:35,30.69,78.49,43.45,65,0,4.72,clear sky,0.0,0.0
437,Esperance,AU,2020-02-22 21:49:05,-33.87,121.9,64.4,88,83,4.7,broken clouds,0.0,0.0
438,Mantua,IT,2020-02-22 21:51:36,45.17,10.78,46.99,65,67,2.24,broken clouds,0.0,0.0
439,Matara,LK,2020-02-22 21:43:56,5.95,80.54,78.35,73,100,10.22,overcast clouds,0.0,0.0
440,Kendari,ID,2020-02-22 21:45:05,-3.94,122.5,74.95,93,98,1.52,overcast clouds,0.0,0.0
441,Riyadh,SA,2020-02-22 21:49:11,24.69,46.72,68.0,34,0,10.29,clear sky,0.0,0.0
442,Saint-Pierre,RE,2020-02-22 21:47:34,-21.34,55.48,75.2,69,75,6.93,broken clouds,0.0,0.0
443,Haines Junction,CA,2020-02-22 21:44:55,60.75,-137.51,12.29,93,99,6.06,light snow,0.0,0.31
444,Kuching,MY,2020-02-22 21:47:50,1.55,110.33,75.2,94,40,3.29,moderate rain,0.0,0.0
445,Lerwick,GB,2020-02-22 21:51:37,60.15,-1.15,41.0,86,76,20.8,moderate rain,0.0,0.0
446,Sechura,PE,2020-02-22 21:46:50,-5.56,-80.82,74.28,88,33,14.97,scattered clouds,0.0,0.0
447,Chingirlau,KZ,2020-02-22 21:47:00,51.09,54.08,17.15,91,100,5.7,overcast clouds,0.0,0.0
448,Alamosa,US,2020-02-22 21:51:38,37.47,-105.87,51.8,39,1,9.17,clear sky,0.0,0.0
449,Isla Vista,US,2020-02-22 21:51:20,34.41,-119.86,63.0,55,90,10.29,light rain,0.0,0.0
450,Valle De Allende,MX,2020-02-22 21:51:38,26.93,-105.4,81.27,17,100,10.94,overcast clouds,0.0,0.0
451,Faanui,PF,2020-02-22 21:48:28,-16.48,-151.75,82.04,74,49,9.24,light rain,0.63,0.0
452,Dengzhou,CN,2020-02-22 21:51:38,37.81,120.75,39.09,49,0,12.01,clear sky,0.0,0.0
453,Guarapari,BR,2020-02-22 21:51:39,-20.67,-40.5,78.8,88,90,6.93,overcast clouds,0.0,0.0
454,Mahajanga,MG,2020-02-22 21:51:39,-15.72,46.32,77.0,94,40,3.36,scattered clouds,0.0,0.0
455,Beaverlodge,CA,2020-02-22 21:51:39,55.22,-119.44,33.8,50,20,16.11,few clouds,0.0,0.0
456,Kisangani,CD,2020-02-22 21:51:39,0.52,25.2,81.07,48,100,1.59,overcast clouds,0.0,0.0
457,Makat,KZ,2020-02-22 21:51:39,47.65,53.35,29.3,84,0,9.44,clear sky,0.0,0.0
458,Kloulklubed,PW,2020-02-22 21:42:11,7.04,134.26,80.6,78,90,10.29,overcast clouds,0.0,0.0
459,Garden City,US,2020-02-22 21:51:40,42.33,-83.33,48.2,42,1,9.17,clear sky,0.0,0.0
460,Snezhnogorsk,RU,2020-02-22 21:44:26,69.19,33.25,33.8,80,75,2.24,shower sleet,0.0,0.0
461,Itupiranga,BR,2020-02-22 21:47:49,-5.13,-49.33,84.2,83,20,2.24,few clouds,0.0,0.0
462,Luanda,AO,2020-02-22 21:51:38,-8.84,13.23,82.4,83,75,8.05,broken clouds,0.0,0.0
463,Visakhapatnam,IN,2020-02-22 21:47:13,17.69,83.21,68.0,94,20,2.24,mist,0.0,0.0
464,Berdigestyakh,RU,2020-02-22 21:47:49,62.1,126.7,-3.12,98,100,4.29,overcast clouds,0.0,0.0
465,Mananara,MG,2020-02-22 21:51:41,-16.17,49.77,81.41,76,100,4.21,light rain,2.06,0.0
466,Talcahuano,CL,2020-02-22 21:51:41,-36.72,-73.12,68.0,60,20,10.29,few clouds,0.0,0.0
467,Kruisfontein,ZA,2020-02-22 21:51:41,-34.0,24.73,63.36,84,100,16.15,light rain,1.69,0.0
468,Goderich,CA,2020-02-22 21:44:30,43.75,-81.72,39.0,73,0,11.01,clear sky,0.0,0.0
469,Dingle,PH,2020-02-22 21:47:17,11.0,122.67,70.03,90,0,11.03,clear sky,0.0,0.0
