City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
470,Yaan,NG,2020-02-22 21:44:40,7.38,8.57,86.4,14,0,2.59,clear sky,0.0,0.0
471,Sarangani,PH,2020-02-22 21:45:15,5.4,125.46,80.56,76,58,20.15,broken clouds,0.0,0.0
472,Lazaro Cardenas,MX,2020-02-22 21:43:39,17.96,-102.2,85.08,54,0,9.15,clear sky,0.0,0.0
473,Sao Jose Do Egito,BR,2020-02-22 21:51:42,-7.48,-37.27,77.88,68,86,4.81,overcast clouds,0.0,0.0
474,Comodoro Rivadavia,AR,2020-02-22 21:44:15,-45.87,-67.5,78.8,29,26,20.8,scattered clouds,0.0,0.0
475,Shingu,JP,2020-02-22 21:41:35,33.73,135.98,49.55,62,0,20.4,clear sky,0.0,0.0
476,Patiya,BD,2020-02-22 21:51:43,22.29,91.98,60.42,58,0,1.86,clear sky,0.0,0.0
477,Sao Filipe,CV,2020-02-22 21:51:43,14.9,-24.5,67.42,82,84,20.85,broken clouds,0.0,0.0
478,Carauari,BR,2020-02-22 21:50:10,-4.88,-66.9,80.94,80,91,2.8,light rain,0.94,0.0
479,Howard Springs,AU,2020-02-22 21:51:44,-12.5,131.05,86.0,83,90,10.29,overcast clouds,0.0,0.0
480,Sorland,NO,2020-02-22 21:47:26,67.67,12.69,40.95,77,96,19.48,light rain,0.75,0.0
481,Gornopravdinsk,RU,2020-02-22 21:51:44,60.05,69.9,6.3,96,17,5.99,few clouds,0.0,0.0
482,Japura,ID,2020-02-22 21:47:13,-0.32,102.35,72.45,98,75,1.79,broken clouds,0.0,0.0
483,Lac Du Bonnet,CA,2020-02-22 21:51:45,50.25,-96.06,32.18,95,66,4.16,broken clouds,0.0,0.0
484,Thinadhoo,MV,2020-02-22 21:51:45,0.53,72.93,82.49,80,100,14.65,overcast clouds,0.0,0.0
485,Puerto Colombia,CO,2020-02-22 21:51:45,10.99,-74.95,82.4,65,40,13.87,scattered clouds,0.0,0.0
486,Havelock,US,2020-02-22 21:51:45,34.88,-76.9,53.6,25,1,3.36,clear sky,0.0,0.0
487,Nampula,MZ,2020-02-22 21:47:02,-15.12,39.27,73.4,94,75,4.7,broken clouds,0.0,0.0
488,Sisimiut,GL,2020-02-22 21:44:26,66.94,-53.67,-3.98,81,100,5.12,overcast clouds,0.0,0.0
489,Diamantino,BR,2020-02-22 21:51:46,-14.41,-56.45,74.01,95,100,7.72,moderate rain,5.25,0.0
490,Mehamn,NO,2020-02-22 21:51:46,71.04,27.85,29.44,80,55,19.22,broken clouds,0.0,0.0
491,Atbasar,KZ,2020-02-22 21:51:46,51.8,68.33,16.14,95,84,4.94,broken clouds,0.0,0.0
492,Sohna,IN,2020-02-22 21:51:46,28.25,77.07,60.8,93,20,4.27,mist,0.0,0.0
493,Petatlan,MX,2020-02-22 21:51:46,17.52,-101.27,87.8,66,5,10.29,clear sky,0.0,0.0
494,Nyurba,RU,2020-02-22 21:43:55,63.28,118.33,-6.21,98,100,1.48,overcast clouds,0.0,0.0
495,Deputatskiy,RU,2020-02-22 21:47:56,69.3,139.9,-12.66,100,93,0.58,overcast clouds,0.0,0.0
496,Zaporizhzhya,UA,2020-02-22 21:51:47,47.82,35.18,36.0,93,75,4.47,broken clouds,0.0,0.0
497,Rach Gia,VN,2020-02-22 21:51:47,10.02,105.08,77.0,73,32,5.82,scattered clouds,0.0,0.0
498,Taoudenni,ML,2020-02-22 21:47:06,22.68,-3.98,78.84,10,2,10.58,clear sky,0.0,0.0
499,Ribeira Grande,PT,2020-02-22 21:47:19,38.52,-28.7,59.0,72,75,4.7,broken clouds,0.0,0.0
500,Camocim,BR,2020-02-22 21:51:48,-2.9,-40.84,74.05,98,100,3.89,moderate rain,3.81,0.0
501,Chik,RU,2020-02-22 21:51:48,54.99,82.43,23.0,85,90,4.47,overcast clouds,0.0,0.0
502,Marsh Harbour,BS,2020-02-22 21:43:59,26.54,-77.06,68.83,69,0,24.11,light rain,0.19,0.0
503,West Bay,KY,2020-02-22 21:51:48,19.37,-81.42,78.8,69,75,12.75,broken clouds,0.0,0.0
504,Beswan,IN,2020-02-22 21:51:48,27.65,77.88,59.67,80,0,4.41,clear sky,0.0,0.0
505,Fortuna Foothills,US,2020-02-22 21:48:44,32.66,-114.41,72.0,35,1,12.75,clear sky,0.0,0.0
506,Sirsi,IN,2020-02-22 21:51:49,14.62,74.85,67.64,39,0,7.67,clear sky,0.0,0.0
507,Popondetta,PG,2020-02-22 21:51:49,-8.75,148.25,74.8,90,85,2.33,overcast clouds,0.0,0.0
508,Bilibino,RU,2020-02-22 21:44:13,68.05,166.44,-24.41,99,100,2.44,overcast clouds,0.0,0.0
509,Ust-Kulom,RU,2020-02-22 21:51:49,61.69,53.69,31.75,88,100,14.74,overcast clouds,0.0,0.0
510,Lucea,JM,2020-02-22 21:45:02,18.45,-78.17,82.4,65,20,14.99,few clouds,0.0,0.0
511,Santa Rosa,PH,2020-02-22 21:45:06,14.31,121.11,77.0,69,40,1.12,scattered clouds,0.0,0.0
512,Alegrete,BR,2020-02-22 21:51:50,-29.78,-55.79,73.47,39,0,11.07,clear sky,0.0,0.0
513,Kushmurun,KZ,2020-02-22 21:43:49,52.45,64.63,19.76,96,85,3.6,light snow,0.0,0.13
514,Kifri,IQ,2020-02-22 21:51:50,34.7,44.97,60.58,45,96,12.59,overcast clouds,0.0,0.0
515,Sosnovo-Ozerskoye,RU,2020-02-22 21:47:21,52.52,111.54,4.98,96,100,6.82,overcast clouds,0.0,0.0
516,Paita,PE,2020-02-22 21:47:46,-5.09,-81.11,62.6,100,40,10.29,scattered clouds,0.0,0.0
517,Cividale Del Friuli,IT,2020-02-22 21:51:51,46.09,13.43,46.0,93,100,1.12,overcast clouds,0.0,0.0
518,Itarema,BR,2020-02-22 21:44:10,-2.92,-39.92,74.1,96,100,6.11,light rain,0.81,0.0
519,Sibolga,ID,2020-02-22 21:51:51,1.74,98.78,70.72,89,0,3.42,clear sky,0.0,0.0
520,Khed,IN,2020-02-22 21:51:51,17.72,73.38,70.79,54,0,1.54,clear sky,0.0,0.0
521,Gwadar,PK,2020-02-22 21:47:50,25.12,62.33,72.66,76,0,1.54,clear sky,0.0,0.0
522,Concepcion Del Uruguay,AR,2020-02-22 21:51:52,-32.48,-58.24,73.99,53,0,1.99,clear sky,0.0,0.0
523,La Tuque,CA,2020-02-22 21:49:18,47.43,-72.78,30.72,85,100,9.51,light snow,0.0,0.13
524,La Paz,BO,2020-02-22 21:50:02,-16.5,-68.15,55.4,66,75,11.41,broken clouds,0.0,0.0
525,Itoman,JP,2020-02-22 21:45:06,26.12,127.67,62.6,63,20,11.41,few clouds,0.0,0.0
526,Northam,GB,2020-02-22 21:51:52,51.03,-4.22,50.0,76,20,12.75,few clouds,0.0,0.0
527,Fort Nelson,CA,2020-02-22 21:44:36,58.81,-122.7,37.4,25,40,18.34,scattered clouds,0.0,0.0
528,Shillong,IN,2020-02-22 21:51:53,25.57,91.88,64.4,93,75,0.6,mist,0.0,0.0
529,Lensk,RU,2020-02-22 21:51:53,60.73,114.93,13.48,96,100,3.27,light snow,0.0,0.13
530,Havoysund,NO,2020-02-22 21:44:57,71.0,24.66,32.0,70,84,13.87,broken clouds,0.0,0.0
531,Faya,SA,2020-02-22 21:51:54,18.39,42.45,62.6,33,41,11.41,scattered clouds,0.0,0.0
532,Cravo Norte,CO,2020-02-22 21:51:54,6.3,-70.2,97.93,29,94,8.34,overcast clouds,0.0,0.0
533,Luganville,VU,2020-02-22 21:51:54,-15.53,167.17,82.4,78,40,1.12,scattered clouds,0.0,0.0
