City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
170,Guerrero Negro,MX,2020-02-21 23:40:38,27.98,-114.06,70.59,41,100,11.34
171,Hualmay,PE,2020-02-21 23:40:38,-11.1,-77.61,74.17,68,100,4.83
172,San Policarpo,PH,2020-02-21 23:40:38,12.18,125.51,77.99,81,22,16.08
173,Hutchinson,US,2020-02-21 23:40:38,38.06,-97.93,44.6,48,1,18.34
174,Katsuura,JP,2020-02-21 23:40:39,35.13,140.3,55.99,87,20,3.36
175,Mezen,RU,2020-02-21 23:40:39,65.85,44.24,31.37,84,100,19.8
176,Saint-Augustin,CA,2020-02-21 23:40:39,51.23,-58.65,0.64,87,0,14.52
177,Aguimes,ES,2020-02-21 23:40:39,27.91,-15.45,62.6,63,20,11.41
178,Goryachegorsk,RU,2020-02-21 23:40:39,55.41,88.92,17.49,91,100,2.53
179,Hasaki,JP,2020-02-21 23:40:40,35.73,140.83,48.2,93,75,2.24
180,Durango,MX,2020-02-21 23:36:42,24.83,-104.83,68.11,39,33,8.14
181,Herat,AF,2020-02-21 23:40:40,34.5,62.0,42.8,56,0,2.24
182,Goderich,CA,2020-02-21 23:39:30,43.75,-81.72,34.0,48,0,4.0
183,Lasa,IT,2020-02-21 23:38:25,46.62,10.7,32.0,47,5,5.82
184,Vila Franca Do Campo,PT,2020-02-21 23:38:14,37.72,-25.43,50.0,81,20,5.82
185,Bay-Khaak,RU,2020-02-21 23:37:58,51.17,94.5,5.63,76,100,8.7
186,Tessalit,ML,2020-02-21 23:40:41,20.2,1.01,71.24,12,49,13.2
187,Kota Kinabalu,MY,2020-02-21 23:36:24,5.97,116.07,73.0,78,20,5.82
188,Gotsu,JP,2020-02-21 23:40:41,35.0,132.22,51.8,100,75,10.29
189,Batagay,RU,2020-02-21 23:37:19,67.63,134.63,-4.9,97,100,3.53
190,Ferkessedougou,CI,2020-02-21 23:36:47,9.6,-5.2,80.49,17,26,3.02
191,Beringovskiy,RU,2020-02-21 23:40:42,63.05,179.32,-5.03,75,2,1.12
192,Saskylakh,RU,2020-02-21 23:40:42,71.92,114.08,-11.31,97,100,8.32
193,Camargo,MX,2020-02-21 23:40:42,27.67,-105.17,63.9,41,78,11.54
194,Severo-Kurilsk,RU,2020-02-21 23:40:42,50.68,156.12,17.31,89,94,25.61
195,Helong,CN,2020-02-21 23:40:43,42.54,129.0,20.97,89,63,4.16
196,Atambua,ID,2020-02-21 23:40:43,-9.11,124.89,79.97,79,74,0.74
197,Cascais,PT,2020-02-21 23:40:43,38.7,-9.42,62.01,67,0,10.29
198,Vardo,NO,2020-02-21 23:40:43,70.37,31.11,33.8,80,75,28.86
199,Tiksi,RU,2020-02-21 23:40:43,71.69,128.87,-8.28,87,97,5.53
200,Teguise,ES,2020-02-21 23:40:44,29.06,-13.56,62.6,77,20,6.93
201,Ponta Do Sol,PT,2020-02-21 23:38:20,32.67,-17.1,57.2,82,40,11.41
202,College,US,2020-02-21 23:40:44,64.86,-147.8,19.4,78,75,1.21
203,Saint Anthony,US,2020-02-21 23:40:44,45.02,-93.22,36.0,88,1,8.05
204,Victoria,HK,2020-02-21 23:39:01,22.29,114.16,64.99,82,0,2.24
205,Peniche,PT,2020-02-21 23:40:45,39.36,-9.38,62.01,93,0,2.24
206,Kiama,AU,2020-02-21 23:40:45,-34.68,150.87,71.01,64,75,6.93
207,Faanui,PF,2020-02-21 23:40:45,-16.48,-151.75,82.42,79,3,15.14
208,Bakel,SN,2020-02-21 23:40:45,14.9,-12.46,83.95,11,100,7.56
209,Te Anau,NZ,2020-02-21 23:40:46,-45.42,167.72,53.02,60,31,5.3
210,Carnarvon,AU,2020-02-21 23:39:09,-24.87,113.63,77.0,88,90,12.75
211,Ilulissat,GL,2020-02-21 23:40:46,69.22,-51.1,-7.6,52,93,4.7
212,Bilibino,RU,2020-02-21 23:37:38,68.05,166.44,-17.27,95,100,3.13
213,Sitka,US,2020-02-21 23:38:19,57.05,-135.33,37.4,80,90,13.87
214,Grindavik,IS,2020-02-21 23:40:46,63.84,-22.43,32.0,75,100,14.99
215,Sarevere,EE,2020-02-21 23:40:47,58.79,25.43,37.0,98,51,5.01
216,Kandrian,PG,2020-02-21 23:40:47,-6.22,149.55,85.57,69,100,8.86
217,Massakory,TD,2020-02-21 23:40:47,13.0,15.73,74.98,15,21,15.97
218,Ancud,CL,2020-02-21 23:40:47,-41.87,-73.82,75.2,27,0,5.82
219,Bundaberg,AU,2020-02-21 23:40:48,-24.85,152.35,86.0,61,74,17.22
220,Axim,GH,2020-02-21 23:40:48,4.87,-2.24,78.57,89,93,3.85
221,Shelton,US,2020-02-21 23:39:01,41.32,-73.09,32.0,32,1,3.36
222,Geraldton,AU,2020-02-21 23:38:56,-28.77,114.6,69.8,94,40,18.34
223,Ponta Delgada,PT,2020-02-21 23:38:24,37.73,-25.67,50.0,81,20,5.82
224,Tautira,PF,2020-02-21 23:40:49,-17.73,-149.15,87.8,62,20,5.82
225,Port Macquarie,AU,2020-02-21 23:40:49,-31.43,152.92,73.99,94,90,6.93
226,Cayenne,GF,2020-02-21 23:39:46,4.93,-52.33,80.6,78,74,4.7
227,Abha,SA,2020-02-21 23:40:50,18.22,42.51,59.0,82,100,6.93
228,Gallup,US,2020-02-21 23:36:03,35.53,-108.74,59.0,30,1,5.82
